ML,pChEMBL Value
0.003500603,1.0
0.986382,0.0
0.01025389,0.0
0.49906293,0.0
0.9796704,1.0
0.0135052,0.0
0.041305065,0.0
0.9359847,0.0
0.08785139,0.0
0.07216359,1.0
0.7899922,1.0
0.008565422,1.0
0.009338039,1.0
0.01394022,1.0
0.025081415,1.0
0.08994213,
0.17742592,1.0
0.010602239,1.0
0.00634811,
0.94679815,0.0
0.005998877,
0.011662709,0.0
0.0021008183,1.0
0.9957278,0.0
0.0043337196,1.0
0.0045833853,1.0
0.08408371,0.0
0.009616911,1.0
0.760268,0.0
0.0015204925,0.0
0.017897747,0.0
0.35997182,
0.0043587717,0.0
0.037647877,1.0
0.021355037,0.0
0.008219161,0.0
0.009156876,0.0
0.052985888,0.0
0.003150572,1.0
0.007812362,0.0
0.0053170654,1.0
0.021454718,0.0
0.03713885,0.0
0.00401317,0.0
0.009487586,0.0
0.6273628,1.0
0.9908297,
0.98700327,0.0
0.97093964,1.0
0.013629442,0.0
0.42204344,0.0
0.116247594,0.0
0.9805658,
0.005188999,1.0
0.00689614,0.0
0.9892351,0.0
0.99142355,0.0
0.20681421,0.0
0.0063082855,0.0
0.0060431096,0.0
0.06448544,0.0
0.008920612,0.0
0.23358268,0.0
0.018358696,0.0
0.04564363,0.0
0.89955956,0.0
0.0023990178,1.0
0.0258693,0.0
0.9557615,0.0
0.9164244,0.0
0.007978652,0.0
0.06748368,1.0
0.05518399,1.0
0.31902942,0.0
0.075871885,0.0
0.0034028564,0.0
0.028728245,0.0
0.010583753,0.0
0.00471065,0.0
0.0074069714,0.0
0.010603369,1.0
0.55530673,0.0
0.003990991,0.0
0.9895091,0.0
0.0030484044,0.0
0.992374,0.0
0.0059638466,0.0
0.9503432,1.0
0.0077977907,
0.010034613,0.0
0.012792633,0.0
0.99290884,1.0
0.036836125,0.0
0.122607544,0.0
0.99507576,1.0
0.0035753506,0.0
0.006049288,0.0
0.88222617,1.0
0.025228785,0.0
0.95343447,0.0
0.97151077,0.0
0.1258228,0.0
0.94405496,0.0
0.9573724,0.0
0.0050538327,0.0
0.022620285,0.0
0.23398149,1.0
0.8747949,0.0
0.0026446509,
0.37696248,0.0
0.04832684,0.0
0.0055106697,1.0
0.9201763,0.0
0.903291,
0.9782089,0.0
0.0030381212,
0.16139738,0.0
0.006741943,0.0
0.007279568,1.0
0.050085414,0.0
0.97339237,0.0
0.0023995007,0.0
0.0024903314,0.0
0.93836296,0.0
0.0017623563,0.0
0.00752059,0.0
0.009630363,0.0
0.8730894,0.0
0.9358013,0.0
0.9918576,0.0
0.96625984,0.0
0.07824225,0.0
0.9674531,0.0
0.051322516,0.0
0.2417964,0.0
0.31836116,0.0
0.021728905,1.0
0.009679994,1.0
0.009406278,1.0
0.0014030961,0.0
0.14675309,0.0
0.047806498,1.0
0.00855133,1.0
0.9688843,0.0
0.9866824,0.0
0.9518385,1.0
0.006527275,1.0
0.0031243998,0.0
0.021245549,0.0
0.021526955,0.0
0.16646816,0.0
0.0081575215,0.0
0.13000432,0.0
0.0059906766,0.0
0.021731652,0.0
0.025379678,1.0
0.008017776,0.0
0.021422721,0.0
0.2087891,1.0
0.014542937,1.0
0.97019863,0.0
0.06598501,0.0
0.7317143,0.0
0.8285987,0.0
0.0062687057,0.0
0.8875888,0.0
0.92675674,0.0
0.9137703,0.0
0.9752618,0.0
0.001462986,
0.9512179,0.0
0.1682671,0.0
0.0027838952,0.0
0.5576266,0.0
0.37892458,1.0
0.99077964,0.0
0.009488522,1.0
0.015719438,0.0
0.10708559,1.0
0.0063916,0.0
0.01301932,0.0
0.025510794,0.0
0.059291158,1.0
0.15083975,0.0
0.012648288,0.0
0.05209372,1.0
0.95752823,0.0
0.014660693,0.0
0.9831471,1.0
0.0008061727,0.0
0.13308051,1.0
0.0015386451,1.0
0.8712582,0.0
0.04591299,1.0
0.20843315,1.0
0.6654483,0.0
0.927243,0.0
0.7281378,0.0
0.00818119,1.0
0.088925585,0.0
0.0041566878,
0.037683945,1.0
0.0032651704,0.0
0.010503344,0.0
0.068687536,1.0
0.0143420035,1.0
0.00321943,1.0
0.0059361514,0.0
0.003933746,0.0
0.00444835,0.0
0.0055544297,
0.0854778,0.0
0.29290852,0.0
0.10033773,1.0
0.9786468,0.0
0.21356031,0.0
0.75746334,1.0
0.06394442,0.0
0.94623065,0.0
0.34129497,0.0
0.8344725,1.0
0.67459077,1.0
0.96364737,1.0
0.058726534,1.0
0.04800964,
0.0022126168,0.0
0.013736783,1.0
0.566788,0.0
0.9916761,0.0
0.020394992,0.0
0.024105394,0.0
0.004034476,0.0
0.022015242,0.0
0.17478637,0.0
0.013762073,0.0
0.0014828602,0.0
0.03713716,
0.014834931,0.0
0.99544674,1.0
0.98782057,1.0
0.003505585,1.0
0.010688639,0.0
0.0028414922,0.0
0.0006849249,0.0
0.9797831,0.0
0.70073366,0.0
0.0072678817,0.0
0.95196,0.0
0.017080203,0.0
0.018335039,0.0
0.016767258,0.0
0.172986,0.0
0.013629442,0.0
0.15492079,0.0
0.8809735,0.0
0.9396503,1.0
0.22492653,0.0
0.016363788,1.0
0.008238872,1.0
0.8305144,0.0
0.9886502,1.0
0.86197376,1.0
0.008616248,1.0
0.011852965,1.0
0.021818886,0.0
0.057693455,1.0
0.011135068,1.0
0.06477502,0.0
0.086301476,0.0
0.8949054,1.0
0.02657299,
0.20514016,1.0
0.03582693,
0.0058640623,0.0
0.013907302,0.0
0.11487402,0.0
0.026348881,0.0
0.8402725,0.0
0.0040194513,0.0
0.98818934,0.0
0.9713874,0.0
0.0006969948,0.0
0.024675658,0.0
0.14989646,1.0
0.04185676,
0.96245176,0.0
0.67615753,1.0
0.90419406,0.0
0.032928,0.0
0.9436772,
0.8014467,0.0
0.0030014706,1.0
0.0059361514,0.0
0.0034837883,0.0
0.009571353,1.0
0.010630337,1.0
0.01623197,1.0
0.014034248,0.0
0.07620208,
0.13392001,0.0
0.5346492,0.0
0.002446306,0.0
0.054821443,0.0
0.022900619,0.0
0.9827429,0.0
0.04920348,0.0
0.0041193883,0.0
0.9492139,0.0
0.006087647,0.0
0.96480465,0.0
0.11796439,
0.05490435,0.0
0.019210078,0.0
0.05854202,1.0
0.44199058,0.0
0.98580253,1.0
0.9816109,
0.9839049,0.0
0.18146156,1.0
0.56825364,0.0
0.6552057,1.0
0.057044424,0.0
0.00953379,1.0
0.905211,1.0
0.96743876,1.0
0.9694933,0.0
0.97918063,0.0
0.0031643694,0.0
0.004107432,0.0
0.01013483,1.0
0.10312282,1.0
0.008521015,0.0
0.8116153,0.0
0.0078009716,0.0
0.04505126,0.0
0.5824674,0.0
0.012477232,0.0
0.17272781,0.0
0.068042986,0.0
0.59907746,0.0
0.9935915,1.0
0.009125616,1.0
0.09783664,0.0
0.010248239,0.0
0.9836754,0.0
0.95097697,0.0
0.06976156,1.0
0.021555498,0.0
0.05491542,0.0
0.002507256,1.0
0.015714237,0.0
0.98023146,0.0
0.005053001,0.0
0.0059342077,0.0
0.016870037,0.0
0.012230798,0.0
0.053976566,1.0
0.69341594,1.0
0.9839049,0.0
0.006609163,0.0
0.80188775,0.0
0.0111324545,1.0
0.031009117,1.0
0.63579667,1.0
0.0032642474,0.0
0.004856731,0.0
0.01459114,0.0
0.97894216,0.0
0.010107433,0.0
0.009791705,0.0
0.8059662,0.0
0.0019997025,1.0
0.16747327,0.0
0.002814,0.0
0.15357909,0.0
0.9940201,0.0
0.003605403,0.0
0.64581704,0.0
0.035146307,0.0
0.048582517,1.0
0.8493686,0.0
0.033302628,1.0
0.003980653,1.0
0.0059211785,0.0
0.99290884,0.0
0.14851564,0.0
0.99216264,0.0
0.003084063,1.0
0.012861774,0.0
0.020034196,1.0
0.6928984,
0.021455554,0.0
0.03866637,1.0
0.080120176,1.0
0.9865346,0.0
0.0134360455,0.0
0.991074,0.0
0.9823397,0.0
0.004088497,0.0
0.029326003,0.0
0.0098575605,0.0
0.008910933,0.0
0.018434133,0.0
0.015211268,1.0
0.0065924535,0.0
0.91642,0.0
0.99077964,0.0
0.0007607083,1.0
0.041814957,0.0
0.43657306,
0.0044990676,0.0
0.28540972,
0.75790626,1.0
0.96749353,0.0
0.0034120847,1.0
0.003859708,0.0
0.019728933,0.0
0.0048085432,0.0
0.0014078625,0.0
0.4704787,1.0
,1.0
,1.0
,1.0
,0.0
,0.0
,1.0
,0.0
,0.0
,1.0
,1.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,1.0
,0.0
,1.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,1.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,1.0
,0.0
,0.0
,1.0
,0.0
,0.0
,0.0
,1.0
,0.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,0.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,1.0
,1.0
,0.0
,0.0
,0.0
,0.0
,0.0
,0.0
